,Title,desc,product_type,Image Src,found
359,Banarasi Royal Blue Brocade Fabric,<p>Banarasi Brocade Fabric</p>,Brocade,./images/askdevi_359.jpg,y
361,Cotton Satin Nude  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_361.jpg,y
363,Modal Satin Teal Blue  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_363.jpg,y
365,Pashmina Multi Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_365.jpg,y
367,Ajrakh Gaji Satin Brown Printed,,Ajrakh Printed,./images/askdevi_367.jpg,y
369,Benarasi Yellow  Brocade Fabric,<p>Banarasi Brocade Fabric</p>,Brocade,./images/askdevi_369.jpg,y
371,Resham Brocade Royal Blue Fabric,<p>Resham Brocade Fabric</p>,Brocade,./images/askdevi_371.jpg,y
373,Gaji Satin Ajrakh Pastel Green Printed,,Ajrakh Printed,./images/askdevi_373.jpg,y
375,Benaras Wine  Brocade Fabric,<p>Banarasi Brocade Fabric</p>,Brocade,./images/askdevi_375.jpg,y
377,Chinnon Chiffon Printed Fabric,,Chinnon Chiffon Printed,./images/askdevi_377.jpg,y
379,Viscose Georgette Purple  Printed Fabric,"<p>Coffee Georgette Printed Fabric</p>
Georgette Fabric is originally named after the French dressmaker Georgette de la Plante. Georgette Fabric refers to a thin, semi-transparent fabric with a dry hand and grainy surface due to the high twist per inch of the warp and weft threads. With so much twist in the yarns, this material has a natural bounce that makes anything that is created come alive. Perfect for lightweight flowing scarves and fanciful attire, this material has a personality all its own.",Georgette Printed,./images/askdevi_379.jpg,y
381,Viscose Georgette Purple  Printed Fabric,"<p>Coffee Georgette Printed Fabric</p>
Georgette Fabric is originally named after the French dressmaker Georgette de la Plante. Georgette Fabric refers to a thin, semi-transparent fabric with a dry hand and grainy surface due to the high twist per inch of the warp and weft threads. With so much twist in the yarns, this material has a natural bounce that makes anything that is created come alive. Perfect for lightweight flowing scarves and fanciful attire, this material has a personality all its own.",Georgette Printed,./images/askdevi_381.jpg,y
383,Viscose Georgette Green Printed Fabric,"<p>Coffee Georgette Printed Fabric</p>
Georgette Fabric is originally named after the French dressmaker Georgette de la Plante. Georgette Fabric refers to a thin, semi-transparent fabric with a dry hand and grainy surface due to the high twist per inch of the warp and weft threads. With so much twist in the yarns, this material has a natural bounce that makes anything that is created come alive. Perfect for lightweight flowing scarves and fanciful attire, this material has a personality all its own.",Georgette Printed,./images/askdevi_383.jpg,y
385,Pink Georgette Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_385.jpg,y
387,Purple Georgette Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_387.jpg,y
389,Slub Silk Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_389.jpg,y
391,Slub Silk Pink Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_391.jpg,y
393,Slub Silk Pastel Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_393.jpg,y
395,Slub Silk Pastel Grey Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_395.jpg,y
397,Linen Mustard Yellow Printed Fabric.,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_397.jpg,y
399,Linen Green Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_399.jpg,y
401,Linen Maroon Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_401.jpg,y
403,Pure Organza Blue Embroidery Fabric,<p><br></p>,Embroidered Organza,./images/askdevi_403.jpg,y
405,Pure Organza Pink Embroidery Fabric,<p><br></p>,Embroidered Organza,./images/askdevi_405.jpg,y
407,Slub Silk Peach  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_407.jpg,y
409,Slub Silk Off White  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_409.jpg,y
411,Slub Silk Baby Pink  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_411.jpg,y
413,Slub Silk Red  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_413.jpg,y
415,Slub Silk Gold  Embroidery Fabric.,,Embroidered Raw Silk,./images/askdevi_415.jpg,y
417,Slub Silk  Pink  Embroidery Fabric.,,Embroidered Raw Silk,./images/askdevi_417.jpg,y
419,Organza Blue Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_419.jpg,y
421,Organza Blue Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_421.jpg,y
423,Pure Organza Green Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_423.jpg,y
425,Slub Silk Lilac  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_425.jpg,y
427,Slub Silk Peach  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_427.jpg,y
429,Slub Silk White  Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_429.jpg,y
431,Slub Silk Dots Abla Bottle Green   Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_431.jpg,y
433,Slub Silk Rani Pink Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_433.jpg,y
435,Slub Silk Butta Maroon Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_435.jpg,y
437,Slub Silk Abla Pastel Nude Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_437.jpg,y
439,Slub Silk Pastel Green Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_439.jpg,y
441,Slub Silk Adla Grey Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_441.jpg,y
443,Linen Green Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_443.jpg,y
445,Cotton Satin Pink  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_445.jpg,y
447,Cotton Satin Peach  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_447.jpg,y
449,Linen Green Printed Fabric,<p>Linen Printed Fabric</p>,Linen Printed,./images/askdevi_449.jpg,y
451,Cotton Satin Black  Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_451.jpg,y
453,Modal Satin Green  Printed Fabric,<p>Modal Satin Printed Fabric</p>,Printed Satin Linen,./images/askdevi_453.jpg,y
455,Cotton Satin Teal Blue Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Cotton Satin Printed,./images/askdevi_455.jpg,y
457,Tusser  Grey  Print.,,Tusser Printed,./images/askdevi_457.jpg,y
459,Tusser  Pink Print,,Tusser Printed,./images/askdevi_459.jpg,y
461,Tusser  Rust Print,,Tusser Printed,./images/askdevi_461.jpg,y
463,Tusser Pink  Print,,Tusser Printed,./images/askdevi_463.jpg,y
465,Tusser Light purple  Print,,Tusser Printed,./images/askdevi_465.jpg,y
467,Tusser Grey  Print,,Tusser Printed,./images/askdevi_467.jpg,y
469,Tusser Light Purple  Print,,Tusser Printed,./images/askdevi_469.jpg,y
471,Tusser Pink  Print,,Tusser Printed,./images/askdevi_471.jpg,y
473,Tusser Light Purple  Print,,Tusser Printed,./images/askdevi_473.jpg,y
475,Tusser Pink  Print,,Tusser Printed,./images/askdevi_475.jpg,y
477,Georgette Yellow  Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_477.jpg,y
479,Georgette Pink Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_479.jpg,y
481,Georgette Pastel Blue Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_481.jpg,y
483,Georgette Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_483.jpg,y
485,Georgette Black Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_485.jpg,y
487,Georgette Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_487.jpg,y
489,Georgette Off White Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_489.jpg,y
491,Georgette Mustard Yellow Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_491.jpg,y
493,Georgette Light Orange Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_493.jpg,y
495,Georgette Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_495.jpg,y
497,Tusser Cream Embroidery Fabric,"<p>Kosa Silk or tusser silk is the Sanskrit name of Desi Tusser. Produced mainly in India, Tussar is highly valued for its natural Gold colours. Tusser Silk is an exquisite thread obtained from a wide-winged moth that is yellowish-brown in colour. Tusser when weaved and process gives a beautiful soft flow to the fabric.</p>",Embroidered Tusser,./images/askdevi_497.jpg,y
499,Tusser Grey Embroidery Fabric,"<p>Kosa Silk or tusser silk is the Sanskrit name of Desi Tusser. Produced mainly in India, Tussar is highly valued for its natural Gold colours. Tusser Silk is an exquisite thread obtained from a wide-winged moth that is yellowish-brown in colour. Tusser when weaved and process gives a beautiful soft flow to the fabric.</p>",Embroidered Tusser,./images/askdevi_499.jpg,y
501,Tusser Silk Beige Embroidery Fabric,"<p>Kosa Silk or tusser silk is the Sanskrit name of Desi Tusser. Produced mainly in India, Tussar is highly valued for its natural Gold colours. Tusser Silk is an exquisite thread obtained from a wide-winged moth that is yellowish-brown in colour. Tusser when weaved and process gives a beautiful soft flow to the fabric.</p>",Embroidered Tusser,./images/askdevi_501.jpg,y
503,Tusser Pure Silk Wine Embroidery Fabric,"<p>Kosa Silk or tusser silk is the Sanskrit name of Desi Tusser. Produced mainly in India, Tussar is highly valued for its natural Gold colours. Tusser Silk is an exquisite thread obtained from a wide-winged moth that is yellowish-brown in colour. Tusser when weaved and process gives a beautiful soft flow to the fabric.</p>",Embroidered Tusser,./images/askdevi_503.jpg,y
505,Munga Silk Cream Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_505.jpg,y
507,Munga Silk Grey Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_507.jpg,y
509,Munga Silk Royal Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_509.jpg,y
511,Georgette Sea Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_511.jpg,y
513,Georgette Sea Green Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_513.jpg,y
515,Georgette Pink Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_515.jpg,y
518,Georgette Baby Blue Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_518.jpg,y
520,Chinnon Turquoise Blue Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_520.jpg,y
522,Chinnon Red Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_522.jpg,y
524,Chinnon Yellow Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_524.jpg,y
526,Chinnon Pink Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_526.jpg,y
528,Chinnon Pink Embroidery Fabric,<p><br></p>,Embroidered Chinon Chiffon,./images/askdevi_528.jpg,y
530,Linen Sea Green Embroidery Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Embroidered Linen,./images/askdevi_530.jpg,y
532,Linen Baby Pink Embroidery Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Embroidered Linen,./images/askdevi_532.jpg,y
534,Linen Pastel Green Embroidery Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Embroidered Linen,./images/askdevi_534.jpg,y
536,Linen Yellow Embroidery Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Embroidered Linen,./images/askdevi_536.jpg,y
538,Tusser Light Purple Print.,,Tusser Printed,./images/askdevi_538.jpg,y
540,Tusser Light Rust Print.,,Tusser Printed,./images/askdevi_540.jpg,y
542,Tusser Light Purple Print.,,Tusser Printed,./images/askdevi_542.jpg,y
545,Tusser Pastel Pink Print.,,Tusser Printed,./images/askdevi_545.jpg,y
547,Tusser Light Brown Print.,,FABRICS,./images/askdevi_547.jpg,y
549,Cotton  White Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_549.jpg,y
551,Cotton  Rust Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_551.jpg,y
553,Cotton  Green Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_553.jpg,y
555,Cotton  Blue Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_555.jpg,y
557,Cotton Mustard Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_557.jpg,y
559,Cotton Pastel Green Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_559.jpg,y
561,Cotton Black Printed Fabric,<p> Cotton Fabric</p>,Cotton Printed,./images/askdevi_561.jpg,y
563,Tusser Light Brown Print.,,Tusser Printed,./images/askdevi_563.jpg,y
565,Tusser Rust  Print.,,Tusser Printed,./images/askdevi_565.jpg,y
567,Tusser Light Pink  Print.,,Tusser Printed,./images/askdevi_567.jpg,y
569,Tusser Light Brown  Print.,,Tusser Printed,./images/askdevi_569.jpg,y
571,Tusser Light Pink  Print.,,Tusser Printed,./images/askdevi_571.jpg,y
573,Tusser  Pink  Print.,,Tusser Printed,./images/askdevi_573.jpg,y
575,Dola Silk Yellow Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_575.jpg,y
577,Benarsi Slub Silk Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_577.jpg,y
579,Benarsi Slub Silk Pink Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_579.jpg,y
581,Benarsi Slub Silk Purple Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_581.jpg,y
583,Benarsi Red Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_583.jpg,y
585,Benarsi Green Brocade Fabric,<p>Brocade Fabric</p>,Brocade,./images/askdevi_585.jpg,y
587,Benarsi  Self Cream Brocade Fabric.,<p>Brocade Fabric</p>,Brocade,./images/askdevi_587.jpg,y
589,Benarsi  Self White Brocade Fabric.,<p>Brocade Fabric</p>,Brocade,./images/askdevi_589.jpg,y
591,Benarsi  Self Pink Brocade Fabric.,<p>Brocade Fabric</p>,Brocade,./images/askdevi_591.jpg,y
593,Silk Voil Light Green Fabric,,Embroidered Raw Silk,./images/askdevi_593.jpg,y
595,Silk Voil Light Yellow Fabric,,Embroidered Raw Silk,./images/askdevi_595.jpg,y
597,Silk Voil Light Pink Fabric,,Embroidered Raw Silk,./images/askdevi_597.jpg,y
599,Silk Voil Light Blue Fabric,,Embroidered Raw Silk,./images/askdevi_599.jpg,y
601,Chinia Zari Buti Royal Blue Fabric,,Embroidered Raw Silk,./images/askdevi_601.jpg,y
603,Chinia Silk Bandha Purple Fabric,,Embroidered Raw Silk,./images/askdevi_603.jpg,y
605,Pure Organza Jal Off White Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_605.jpg,y
607,Dola Silk Buti White Fabric,,Embroidered Raw Silk,./images/askdevi_607.jpg,y
609,Dola Silk Buti White Fabric,,Embroidered Raw Silk,./images/askdevi_609.jpg,y
611,Georgette Off White Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_611.jpg,y
613,Organza Off WhiteEmbroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_613.jpg,y
615,Pure Organza Off WhiteEmbroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_615.jpg,y
617,Georgette Off White Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_617.jpg,y
619,Georgette  White Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_619.jpg,y
621,Silk Organza Pink Printed Fabric,,Organza Printed,./images/askdevi_621.jpg,y
623,Silk Organza Pink Printed Fabric,,Organza Printed,./images/askdevi_623.jpg,y
625,Silk Organza Pink Printed Fabric,,Organza Printed,./images/askdevi_625.jpg,y
627,Silk Organza Blue Printed Fabric.,,Organza Printed,./images/askdevi_627.jpg,y
629,Silk Organza Pink Printed Fabric.,,Organza Printed,./images/askdevi_629.jpg,y
631,Silk Organza Pink Printed Fabric.,,Organza Printed,./images/askdevi_631.jpg,y
633,Dola Silk Buti Yellow Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_633.jpg,y
635,Dola Silk Buti Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_635.jpg,y
637,Dola Silk Mina Buti Ink Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_637.jpg,y
639,Dola Silk  Buti Lilac Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_639.jpg,y
641,Dola Silk  Buti Lilac Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_641.jpg,y
643,Dola Silk  Buti White Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_643.jpg,y
645,Dola Silk  Buti White Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_645.jpg,y
647,Dola Silk  Buti Pink Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_647.jpg,y
649,Slub Silk White Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_649.jpg,y
651,Dola Silk  Mina Buti Pastel Green Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_651.jpg,y
653,Dola Silk  Mina Buti Pastel Blue Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_653.jpg,y
655,Dola Silk Pastel Pink Embroidery Fabric,,Embroidered Raw Silk,./images/askdevi_655.jpg,y
657,Organza Off White Embroidery Fabric,"<p>Organza is a light sheer fabric that was originally made from silk. The modernized version of the fabric however, can be created not only with silk but also polyester or nylon, or even a blend of the three. While the look and feel is similar to silk, it is a lot thinner and is made of a plain weave. Organza is also known for being a lightweight material as well as being a crisp and stiff fabric. Our organza embroideries range in various different colours of the base fabric, having various patters and designs with work of sequins , silk and viscose thread work and zari.</p>",Embroidered Organza,./images/askdevi_657.jpg,y
659,Dupatta,,Dupatta,./images/askdevi_659.jpg,y
661,Georgette Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Embroidered Georgette,./images/askdevi_661.jpg,y
