Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cotton-lurex-linen-fabric,Cotton Lurex Linen Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Saroj Fabrics,,Embroidered Linen,"44 Inch, Embroidered, Embroidered Linen, FABRICS, Linen, New, New July, New September, ready",TRUE,Title,Default Title,,,,,S853526,60,shopify,12,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-04at12.06.22_12.jpg?v=1641559064,1,,FALSE,Buy Linen Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-lurex-linen-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-04at12.06.22_13.jpg?v=1641559091,2,,,,,,,,,,,,,,,,,,,,,,
cotton-lurex-linen-fabric-1,Cotton Lurex Linen Fabric,"<p><b>Linen Embroidered</b><span> </span><span>is lightweight, durable, and features gorgeous designs. ... For Eyelet </span><b>cloth</b><span>, holes are punched and reinforced into the material and finished with stitching. These gorgeous </span><b>fabrics</b><span> are perfect for creating elegant skirts, blouses, and lined dresses.</span></p>",Saroj Fabrics,,Embroidered Linen,"44 Inch, Embroidered, Embroidered Linen, FABRICS, Linen, New, New July, New September, ready",TRUE,Title,Default Title,,,,,S853527,60,shopify,4,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-04at12.06.22_14.jpg?v=1641559259,1,,FALSE,Buy Linen Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-lurex-linen-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-04at12.06.22_15.jpg?v=1641559272,2,,,,,,,,,,,,,,,,,,,,,,
munga-silk-jal-embroidery-fabric,Munga Silk Jal Cream Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, cream, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340873,60,shopify,6,deny,manual,937.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17.jpg?v=1642426563,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
munga-silk-jal-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17_1.jpg?v=1642426652,2,,,,,,,,,,,,,,,,,,,,,,
munga-silk-jal-cream-embroidery-fabric,Munga Silk Jal Cream Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, cream, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340874,60,shopify,16,deny,manual,937.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17_2.jpg?v=1642427034,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
munga-silk-jal-cream-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17_3.jpg?v=1642427188,2,,,,,,,,,,,,,,,,,,,,,,
georgette-white-embroidery-fabric-4,Georgette White  Embroidery Fabric,<p>Georgette Embroidery Fabric</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, ready, white",TRUE,Title,Default Title,,,,,V121934,60,shopify,16,deny,manual,737.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00.jpg?v=1642427969,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-white-embroidery-fabric-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00_1.jpg?v=1642428314,2,,,,,,,,,,,,,,,,,,,,,,
chinnon-white-embroidery-fabric,Chinnon White Embroidery Fabric,<p><br></p>,Saroj Fabrics,,Embroidered Chinon Chiffon,"44 Inch, Chiffon, Embroidered, Embroidered Chinon Chiffon, FABRICS, Fabrics of the Week, New Jan, Normal, pink, ready",TRUE,Title,Default Title,,,,,,35,shopify,0,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00_3.jpg?v=1642428577,1,,FALSE,Buy Yellow Chinnon Embroidery Fabric Online,"Yellow Chinnon Embroidery Fabric. Chiffon is a lightweight plain-woven fabric with a mesh-like weave that gives it a transparent appearance. The word Chiffon has a French origin which means a cloth. It a  from cotton, silk or synthetic fibers like nylon, rayon and polyester. We offer a blend of both polyester and pure chiffon blend with our embroideries.",,,,,,,,,,,,,,,g,,,active
chinnon-white-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00_2.jpg?v=1642428578,2,,,,,,,,,,,,,,,,,,,,,,
chinnon-white-embroidery-fabric-1,Chinnon White Embroidery Fabric,<p><br></p>,Saroj Fabrics,,Embroidered Chinon Chiffon,"44 Inch, Chiffon, Embroidered, Embroidered Chinon Chiffon, FABRICS, Fabrics of the Week, New Jan, Normal, ready, white",TRUE,Title,Default Title,,,,,GK340822,35,shopify,16,deny,manual,237.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00_2_fbea5deb-bc85-4091-9aca-3549ad6aa97a.jpg?v=1642429155,1,,FALSE,Buy Yellow Chinnon Embroidery Fabric Online,"Yellow Chinnon Embroidery Fabric. Chiffon is a lightweight plain-woven fabric with a mesh-like weave that gives it a transparent appearance. The word Chiffon has a French origin which means a cloth. It a  from cotton, silk or synthetic fibers like nylon, rayon and polyester. We offer a blend of both polyester and pure chiffon blend with our embroideries.",,,,,,,,,,,,,,,g,,,active
chinnon-white-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.00_3_571bb288-556e-4344-927a-5df5b00d595e.jpg?v=1642429168,2,,,,,,,,,,,,,,,,,,,,,,
slub-white-silk-embroidery-fabric,Slub White Silk Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, white",TRUE,Title,Default Title,,,,,'340925,60,shopify,14,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17_4.jpg?v=1642431497,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-white-silk-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.21.17_5.jpg?v=1642431511,2,,,,,,,,,,,,,,,,,,,,,,
slub-white-silk-embroidery-fabric-1,Slub White Silk Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, white",TRUE,Title,Default Title,,,,,'340482,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01.jpg?v=1642431705,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-white-silk-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_1.jpg?v=1642431718,2,,,,,,,,,,,,,,,,,,,,,,
slub-white-silk-embroidery-fabric-2,Slub White Silk Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, white",TRUE,Title,Default Title,,,,,'340916,60,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_2.jpg?v=1642431902,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-white-silk-embroidery-fabric-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_3.jpg?v=1642431918,2,,,,,,,,,,,,,,,,,,,,,,
benarsi-dola-white-silk-embroidery-fabric,Benarsi Dola White Silk Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, white",TRUE,Title,Default Title,,,,,GK340851,60,shopify,12,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_4.jpg?v=1642432132,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
benarsi-dola-white-silk-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_5.jpg?v=1642432147,2,,,,,,,,,,,,,,,,,,,,,,
dola-zari-buti-white-silk-embroidery-fabric,Dola Zari Buti White Silk Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, white",TRUE,Title,Default Title,,,,,GK340252,60,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_6.jpg?v=1642432322,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
dola-zari-buti-white-silk-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2022-01-17at16.22.01_7.jpg?v=1642432336,2,,,,,,,,,,,,,,,,,,,,,,
cotton-off-white-fabric-1,Cotton Off White Fabric.,<p>Cotton   Fabric</p>,Saroj Fabrics,,Embroidered Cotton,"44 Inch, Embroidered, Embroidered Cotton, FABRICS, Light Peach, New July, Normal, Nude, off white, ready, White",TRUE,Title,Default Title,,,,,GK340359,60,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_3.jpg?v=1640959405,1,,FALSE,Buy Cotton Embroidered Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-off-white-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_4.jpg?v=1640959434,2,,,,,,,,,,,,,,,,,,,,,,
cotton-off-white-fabric-2,Cotton Off White Fabric,<p>Cotton   Fabric</p>,Saroj Fabrics,,Embroidered Cotton,"44 Inch, Embroidered, Embroidered Cotton, FABRICS, Light Peach, New July, Normal, off white, ready",TRUE,Title,Default Title,,,,,GK340359,60,shopify,10,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_5.jpg?v=1640959724,1,,FALSE,Buy Cotton Embroidered Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-off-white-fabric-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_6.jpg?v=1640959741,2,,,,,,,,,,,,,,,,,,,,,,
cotton-jute-off-white-printed-fabric,Cotton Jute Off White Printed Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, off white, ready, Summer",TRUE,Title,Default Title,,,,,GK340368,40,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_7.jpg?v=1640960147,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-jute-off-white-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_8.jpg?v=1640960168,2,,,,,,,,,,,,,,,,,,,,,,
cotton-jute-off-white-printed-fabric-1,Cotton Jute Off White Printed Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, off white, ready, Summer",TRUE,Title,Default Title,,,,,GK340368,40,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.19.jpg?v=1640960370,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-jute-off-white-printed-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.56_9.jpg?v=1640960384,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-lilac-embroidery-fabric-1,Slub Silk Lilac  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, lilac, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340427,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.19_1.jpg?v=1640960585,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-lilac-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.19_2.jpg?v=1640960599,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-neavy-blue-embroidery-fabric,Slub Silk Neavy Blue  Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, lilac, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340427,60,shopify,9,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.20.jpg?v=1640960826,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-neavy-blue-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.20_1.jpg?v=1640960838,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-pastel-green-embroidery-fabric-2,Slub Silk Pastel Green  Embroidery Fabric.,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, pastel green, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340427,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.20_2.jpg?v=1640961096,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-pastel-green-embroidery-fabric-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.20_3.jpg?v=1640961116,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-nude-pink-embroidery-fabric,Slub Silk Nude Pink  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, nude pink, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK340427,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24.jpg?v=1641020566,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-nude-pink-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24_1.jpg?v=1641020581,2,,,,,,,,,,,,,,,,,,,,,,
chinnon-teal-blue-embroidery-fabric,Chinnon Teal Blue Embroidery Fabric,<p><br></p>,Saroj Fabrics,,Embroidered Chinon Chiffon,"44 Inch, Chiffon, Embroidered, Embroidered Chinon Chiffon, FABRICS, Fabrics of the Week, New Jan, Normal, ready, teal blue",TRUE,Title,Default Title,,,,,GK339423,35,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24_2.jpg?v=1641020972,1,,FALSE,Buy Yellow Chinnon Embroidery Fabric Online,"Yellow Chinnon Embroidery Fabric. Chiffon is a lightweight plain-woven fabric with a mesh-like weave that gives it a transparent appearance. The word Chiffon has a French origin which means a cloth. It a  from cotton, silk or synthetic fibers like nylon, rayon and polyester. We offer a blend of both polyester and pure chiffon blend with our embroideries.",,,,,,,,,,,,,,,g,,,active
chinnon-teal-blue-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24_3.jpg?v=1641020989,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-sea-green-embroidery-fabric,Slub Silk Sea Green Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready, sea green",TRUE,Title,Default Title,,,,,GK340425,60,shopify,16,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24_4.jpg?v=1641021289,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-sea-green-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.24_5.jpg?v=1641021304,2,,,,,,,,,,,,,,,,,,,,,,
georgette-pink-embroidery-fabric-4,Georgette Pink Embroidery Fabric,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, New July, New September, pink, ready",TRUE,Title,Default Title,,,,,GK338853,60,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26.jpg?v=1641021671,1,,FALSE,Buy Georgette Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-pink-embroidery-fabric-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_1.jpg?v=1641021688,2,,,,,,,,,,,,,,,,,,,,,,
georgette-grey-embroidery-fabric,Georgette Grey Embroidery Fabric.,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, grey, New July, New September, ready",TRUE,Title,Default Title,,,,,GK339665,60,shopify,8,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_2.jpg?v=1641022026,1,,FALSE,Buy Georgette Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-grey-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_3.jpg?v=1641022038,2,,,,,,,,,,,,,,,,,,,,,,
georgette-green-embroidery-fabric-4,Georgette Green Embroidery Fabric.,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, green, New July, New September, ready",TRUE,Title,Default Title,,,,,GK339665,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_4.jpg?v=1641022340,1,,FALSE,Buy Georgette Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-green-embroidery-fabric-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_5.jpg?v=1641022360,2,,,,,,,,,,,,,,,,,,,,,,
georgette-blue-embroidery-fabric-1,Georgette Blue Embroidery Fabric.,"<p><span>The difference is that </span><b>Georgette</b><span> is made from silk yarns whereas faux </span><b>georgette</b><span> is made from yarns of nylon, rayon or polyester. Yes, poly </span><b>georgette</b><span> is a kind of faux </span><b>georgette</b><span>. Faux </span><b>georgette</b><span> is suitable for all seasons. It is very easy to do </span><b>embroidery</b><span> or print on this fabric.</span></p>",Saroj Fabrics,,Embroidered Georgette,"44 Inch, blue, Embroidered, Embroidered Georgette, FABRICS, Georgette, New July, New September, ready",TRUE,Title,Default Title,,,,,GK339665,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.50.jpg?v=1641022641,1,,FALSE,Buy Georgette Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-blue-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.26_6.jpg?v=1641026089,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-abla-maroon-embroidery-fabric,Slub Silk Abla Maroon Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, maroon, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK339372,60,shopify,10,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.50_1.jpg?v=1641026350,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-abla-maroon-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.50_2.jpg?v=1641026365,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-abla-black-embroidery-fabric,Slub Silk Abla Black Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, black, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK339372,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.50_3.jpg?v=1641026694,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-abla-black-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.30.50_4.jpg?v=1641026708,2,,,,,,,,,,,,,,,,,,,,,,
brocade-black-fabric,Brocade Black Fabric,<p>Banarasi Brocade Fabric</p>,Saroj Fabrics,,Brocade,"44 Inch, black, Brocade, FABRICS, New Jan 2021, Normal, ready",TRUE,Title,Default Title,,,,,GK330658,35,shopify,16,deny,manual,737.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.28.44_17.jpg?v=1641027452,1,,FALSE,Buy Orange Brocade Fabric Online,,,,,,,,,,,,,,,,g,,,active
brocade-black-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.28.44_18.jpg?v=1641027468,2,,,,,,,,,,,,,,,,,,,,,,
brocade-red-fabric,Brocade Red Fabric,<p>Banarasi Brocade Fabric</p>,Saroj Fabrics,,Brocade,"44 Inch, Brocade, FABRICS, New Jan 2021, Normal, ready, red",TRUE,Title,Default Title,,,,,'330658,35,shopify,16,deny,manual,737.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-12-24at12.29.16_2.jpg?v=1641027869,1,,FALSE,Buy Orange Brocade Fabric Online,,,,,,,,,,,,,,,,g,,,active
